Participant,Platform,Sector,Task,Status,Success,Start,End,CompletionTime_sec,CogLoadMean,CogLoadPeak,ConfidenceMean,PupilDiameterMean,PupilLightReflexMean,BrightnessMean,HR_Mean,HR_Peak,IBI_Mean,HR_Baseline,IBI_Baseline,HR_Delta,IBI_Delta,EDA_TonicMean,EDA_PeakRateMean,EDA_PeakRateMax,EDA_ValidRatio,NeutralMean,HappyMean,SadMean,AngryMean,SurprisedMean,ScaredMean,DisgustedMean,ConfusedMean,BoredMean,InterestedMean,NegativeAffectMean,GazeValidCount,GazeValidRatio,FixPointValidCount,FixPointValidRatio,EstimatedFixationEpisodes,EstimatedFixationMeanDuration_ms,Movement_FIXATION_Ratio,Movement_SACCADE_Ratio,Movement_UNDEFINED_Ratio,SourceFile
P04,aade,Public,A3,Success,1,2026-03-03 17:03:46.168351800,2026-03-03 17:04:17.177071800,31.00872,0.4613485937262606,1.0,0.1611194434446627,3.385024578284217,2.9062781192730847,204.78454485920105,95.08442394773432,111.470088904835,633.9477223256192,92.91290376325142,647.6080192665279,2.171520184482887,-13.660296940908664,0.6482591939085142,0.0,0.0,1.0,0.6892548604150943,0.0081082959622641,0.1171366863018868,0.0391775588301886,0.0172454744528301,0.0013105215471698,0.0097049160377358,0.0053281306425702,0.0423115479752066,0.0253563804016064,0.0553397203899371,411.0,0.2691552062868369,98.0,0.0641781270464963,3.0,527.0,0.0641781270464963,0.2049770792403405,0.730844793713163,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P04,aade,Public,A4,Success,1,2026-03-03 17:06:02.021123800,2026-03-03 17:09:21.806916000,199.785792,0.1799589672093023,1.0,0.3343243523153215,3.025739493213919,2.8388998669194594,217.86345759233927,88.87081178175637,106.655278993649,678.9452790798595,92.26132365063202,657.7003822096846,-3.390511868875649,21.244896870174895,0.7295899787213465,0.0,0.0,0.3989637305699481,0.5146708736813187,0.0127326591880341,0.3275261006410256,0.0264027812698412,0.0007554187728937,0.0048249229426129,0.0256538663369963,0.0168316060780669,0.0386014598425692,0.0558468670446096,0.1265275827492877,5291.0,0.4523768809849521,1742.0,0.1489398084815321,92.0,298.44565217391306,0.1489398084815321,0.3025820793433652,0.5484781121751026,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P05,aade,Public,A1,Success,1,2026-03-16 16:44:24.570978200,2026-03-16 16:54:05.187708400,580.61673,0.2780404269960179,1.0,0.0069550982509955,3.282900523292061,2.968814311790692,211.1926331508213,93.27028754390352,114.631356825547,649.7010847555752,,,,,5.906898388563364,3.1448691669301447,3.62632815828074,0.6918714555765595,0.6513248238549545,0.0005933184855536,0.0234935899108008,0.1414277351076207,0.0003429927729299,0.0005018672716695,0.0067392544696528,0.1160034063721474,0.0015580370335021,0.0001070536922176,0.0572201931626915,2041.0,0.0634974955666863,690.0,0.0214665712596832,33.0,331.27272727272725,0.0214665712596832,0.0435553619761689,0.9349780667641476,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P05,aade,Public,A2,Success,1,2026-03-16 16:54:14.754513200,2026-03-16 16:56:58.857706400,164.103193,0.2061997014854814,0.24283849,0.0,3.22272529,3.0086928800967905,212.8057055527254,92.61621622735504,111.363963861089,653.8551676992304,89.61493936263041,673.4410425812503,3.0012768647246446,-19.58587488201988,7.29356107238856,3.605385327152119,3.74344586476044,1.0,0.6325720761434371,0.0022970439377537,0.0357884150067659,0.1783951075778078,0.0008081191001353,0.0007252374763193,0.0020795844925575,0.1269577908501742,0.0040276985794261,0.0,0.0720877023590437,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P05,aade,Public,A3,Success,1,2026-03-16 16:57:16.049438200,2026-03-16 16:58:07.780646400,51.731208,0.2349115225606992,0.24451286,0.0,3.2227252900000005,2.960836546455164,225.4914211719003,91.60110665487376,111.30591054494,660.1940356916698,92.98998702576222,647.4470797046596,-1.3888803708884438,12.74695598701021,7.351690445247756,3.3505776938190577,3.44011668008885,1.0,0.5908076515433404,0.0001010113107822,0.01911372589852,0.1807325643551797,0.0014532880549682,0.0004310448837209,0.0013711512896405,0.1359659925792812,0.001495610955414,0.0,0.0670724805144468,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P05,aade,Public,A4,Failed,0,2026-03-16 16:58:20.117095200,2026-03-16 16:58:20.117095200,0.0,,,,,,,,,,90.37805725734268,666.3451237591598,,,,,,,,,,,,,,,,,,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P06,aade,Public,A1,Success,1,2026-03-20 16:19:31.614992000,2026-03-20 16:20:21.174313000,49.559321,,,,,,,,,,,,,,,,,,0.7598602810543131,0.0242197420447284,0.0034377046325878,0.0967036037380191,0.0151727697444089,0.0013528590415335,0.007851397827476,0.0,0.07716815836,0.0,0.0359975687326943,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P06,aade,Public,A2,Failed,0,2026-03-20 16:20:29.536928800,2026-03-20 16:23:26.871876000,177.334947,0.2739349917999247,1.0,0.5266168365407305,3.2616448508610514,2.948141421929208,220.7725618174972,78.15247550677985,90.3201005222734,786.8880469498324,,,,,,,,0.0,0.6374722483183569,0.0365747985879332,0.0015490746213093,0.2655643737483953,0.0290186461745828,0.0079777111810012,0.0134270913350449,0.0033273376642335,0.066818110960912,0.02014557729927,0.0935135132349165,6018.0,0.7491597161707955,2878.0,0.358272127474169,148.0,306.8243243243243,0.358272127474169,0.3922569401219967,0.2494709324038342,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P06,aade,Public,A3,Success,1,2026-03-20 16:23:34.933415000,2026-03-20 16:25:03.799602000,88.866187,0.1372296655449147,0.77075954,0.7120914503658303,3.1148861257517715,2.993101741189427,215.9040413713848,,,,,,,,,,,,0.7396112599834983,0.0834832969966996,0.0008746109075907,0.1141540390264026,0.0078158243234323,0.0018637353795379,0.0022186317491749,0.0105527330575539,0.147903050311284,0.0,0.0390824272277227,4062.0,0.7780118751197088,3044.0,0.5830300708676499,129.0,375.9767441860465,0.5830300708676499,0.1947902700632063,0.2221796590691438,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P06,aade,Public,A4,Success,1,2026-03-20 16:26:43.027591000,2026-03-20 16:29:37.503956000,174.476365,0.1972082562297781,1.0,0.4086044046226872,3.1782956679938006,3.0133105462917755,214.72168943136683,,,,,,,,,,,,0.8013362305089058,0.0092892702926208,0.004260385,0.0970488695165394,0.004799041615776,0.0002079081806615,0.0053934404325699,0.0167642101664355,0.1202857692597765,0.0,0.0355675649830364,5138.0,0.4977235299815944,3065.0,0.2969098130388453,138.0,352.81159420289856,0.2969098130388453,0.2059478833672382,0.4971423035939165,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P07,aade,Public,A1,Success,1,2026-03-16 17:52:44.704879000,2026-03-16 17:55:35.732696000,171.027817,0.3280965182718672,1.0,0.4580800620988608,3.3655287651090946,2.9652910729194826,200.3631975284804,,,,,,,,,,,,0.5016935848265895,0.0003227459344894,0.0374016718304431,0.1888970738728324,0.0009581181888246,0.0011009830828516,0.0398505697013487,0.0192706837286432,0.0269393631606217,0.0,0.088716438468208,4036.0,0.7717017208413002,2770.0,0.5296367112810707,115.0,384.0782608695652,0.5296367112810707,0.2449330783938814,0.2254302103250478,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P07,aade,Public,A2,Failed,0,2026-03-16 17:55:46.505640000,2026-03-16 18:00:25.659560000,279.15392,0.3417771793019292,1.0,0.5596571898916682,3.5284900961079666,3.092837920843527,197.8883208569168,,,,,,,,,,,,0.4841926982070606,0.0001091744069813,0.0292465601269337,0.2119469658786196,0.0013766390519635,0.0005565391273304,0.0228282554660848,0.0240388711111111,0.0236075284427542,0.0002818009717244,0.088007260490546,11254.0,0.6849248371979795,8033.0,0.4888929462601181,372.0,342.61559139784947,0.4888929462601181,0.1981011502647434,0.3130059034751384,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P07,aade,Public,A3,Success,1,2026-03-16 18:00:32.516861000,2026-03-16 18:01:49.548634000,77.031773,0.4214637175767401,1.0,0.6952554847514052,3.585116744401211,3.100914579971898,195.33225248594897,,,,,,,,,,,,0.4432234982361309,0.0724250909815078,0.0236988978378378,0.2158243719487909,0.011742003769559,0.0021144802418207,0.0148854486770981,0.0237764934566145,0.0114052623897581,0.0,0.0848029061545756,4260.0,0.920881971465629,2822.0,0.6100302637267618,132.0,339.1287878787879,0.6100302637267618,0.3123648940769563,0.0776048421962818,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P07,aade,Public,A4,Failed,0,2026-03-16 18:01:58.229038000,2026-03-16 18:02:37.605902000,39.376864,0.1966902408495351,0.55834435,0.8506379611961116,3.3695095906297547,3.237037068816568,185.62130177514797,,,,,,,,,,,,0.7017898817252396,0.0096584029392971,0.0117214623642172,0.0931609001916932,0.0124993158785942,0.0025575917252396,0.0095719433226837,0.0182751905119453,0.0349912917537313,0.0,0.0381514352928647,2315.0,0.9784446322907862,1682.0,0.7109044801352493,85.0,312.63529411764705,0.7109044801352493,0.2675401521555368,0.0215553677092138,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P08,aade,Public,A1,Success,1,2026-03-26 13:47:54.003973400,2026-03-26 13:56:18.723667400,504.719694,,,,,,,107.7491012525785,207.584223396303,561.4623040820364,,,,,19.800848518654924,5.858041994387438,10.377082116133,0.4864864864864865,0.4727603470754982,0.0553930704939657,0.0493990585096828,0.0511716487650856,0.0029090071400505,0.006805286777996,0.1318116060566938,0.058438701966717,0.0166558128161993,0.0113624663055975,0.0774607711104874,10930.0,0.4754240974336668,3569.0,0.1552414093083949,200.0,280.235,0.1552414093083949,0.3233579817311874,0.5214006089604176,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P08,aade,Public,A2,Success,1,2026-03-26 13:56:26.567811400,2026-03-26 14:00:50.554941400,263.98713,,,,,,,106.90819830016162,207.585801455533,566.3699670756791,106.79049794756136,562.6593184333321,0.1177003526002522,3.710648642346996,19.9102675475144,4.143797214391195,4.45056062460306,0.532258064516129,0.5084055701701222,0.030536192748538,0.0490051389526847,0.0767049629824561,0.0063891000797448,0.0144854361988304,0.0553820203030303,0.0825877984950386,0.0132348524599542,0.0208906320011025,0.060364040746057,8095.0,0.5250016213762242,3640.0,0.2360723782346455,188.0,305.6223404255319,0.2360723782346455,0.2927556910305467,0.4711719307348077,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P08,aade,Public,A3,Success,1,2026-03-26 14:01:03.098845400,2026-03-26 14:02:46.226762600,103.127917,,,,,,,105.100581889206,174.567647449498,577.0975651218454,108.3380630645151,572.16533056498,-3.2374811753090853,4.93223455686541,19.59539744646389,4.448336510520167,4.54283249469429,1.0,0.4058651864355062,0.0425693718030513,0.0633492442718446,0.113275368959778,0.0038222702912621,0.0018671719417475,0.1171507881276005,0.1099365286015037,0.0105015173466257,0.0034584123007518,0.0979251337864077,4510.0,0.7468123861566485,2355.0,0.3899652260307998,127.0,291.9133858267717,0.3899652260307998,0.3575095214439476,0.2525252525252525,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P08,aade,Public,A4,Success,1,2026-03-26 14:03:15.328693400,2026-03-26 14:06:37.865197400,202.536504,,,,,,,103.01326085107527,127.997000070311,585.1711823598486,112.79124841383724,555.8632446832363,-9.77798756276198,29.30793767661225,19.601354671655017,4.5810973357249125,4.80596207408049,1.0,0.4374487337533511,0.0233882118319928,0.0367702390080428,0.0470286100714924,0.0039318182663092,0.0026637670866845,0.1875348246201965,0.1178352598,0.0482674421314952,0.01433441769,0.0904445578999106,7198.0,0.6050264772631756,3641.0,0.3060435403883332,195.0,294.05641025641023,0.3060435403883332,0.3022610742203916,0.3916953853912751,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P09,aade,Public,A1,Success,1,2026-03-27 08:43:34.201222600,2026-03-27 08:45:10.734975800,96.533753,,,,,,,,,,,,,,,,,,0.5256343462974203,0.0515009717754173,0.0723801003186646,0.0829795998482549,0.0362651157966616,0.0144440175265553,0.0439696804400607,0.038456299,0.0028797490265486,0.0794827384166666,0.0664431268689934,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P09,aade,Public,A2,Success,1,2026-03-27 08:45:16.388111600,2026-03-27 08:47:19.205550600,122.817439,,,,,,,,,,,,,,,,,,0.5044918491708292,0.0266423541058941,0.0555672178821178,0.0774554843856143,0.0855632507992008,0.0345139369530469,0.0191097292907092,0.0298968615201654,0.0011070398670756,0.1573609421613236,0.0507108105194805,2309.0,0.3472702662054444,983.0,0.1478417807189051,62.0,247.17741935483872,0.1478417807189051,0.2018348623853211,0.6503233568957738,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P09,aade,Public,A3,Success,1,2026-03-27 08:47:26.029452800,2026-03-27 08:48:59.081041800,93.051589,,,,,,,,,,,,,,,,,,0.4019054964580559,0.2085965239813581,0.1248563999600532,0.0092476172703062,0.0411769166178428,0.0147609372836218,0.0246198819440745,0.0703224290135135,0.0,0.1591396442027027,0.052907966391478,3218.0,0.5838171262699564,1546.0,0.2804789550072569,98.0,245.92857142857144,0.2804789550072569,0.3085994194484761,0.410921625544267,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P09,aade,Public,A4,Success,1,2026-03-27 08:49:15.187485600,2026-03-27 08:51:21.734876600,126.547391,,,,,,,,,,,,,,,,,,0.5715254241188958,0.0159410770488322,0.0335950526326963,0.1165890317728237,0.0337539901061571,0.0178307468683651,0.0252702471231422,0.0439821349327354,6.5176117647058825e-06,0.1185086314686098,0.0584847771762208,2639.0,0.3572008662696264,716.0,0.0969139144558744,41.0,273.8292682926829,0.0969139144558744,0.2651597184623714,0.6379263670817542,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P10,aade,Public,A1,Success,1,2026-03-27 12:56:03.734121800,2026-03-27 12:58:37.716314800,153.982193,0.3957906570559519,1.0,0.5521350891175366,3.9896010619113778,3.284056315238453,204.42696207285016,85.05239652531048,109.880627324669,711.013333566119,,,,,,,,0.0,0.8230897526541096,0.0027103329537671,0.0059449643664383,0.0212760902996575,0.0084669251969178,0.0078586054965753,0.0041755332619863,0.0056173894419441,0.0872195613862332,0.0121386428712871,0.0104655293093607,1886.0,0.7090225563909774,811.0,0.3048872180451127,38.0,338.63157894736844,0.3048872180451127,0.4041353383458647,0.2909774436090225,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P10,aade,Public,A2,Success,1,2026-03-27 12:58:42.365913800,2026-03-27 13:00:09.500079800,87.134166,0.2001788420081967,1.0,0.8477022560402029,3.694156551295863,3.495575577183841,208.5784543325527,85.4039389224004,99.5498464179514,705.1461049517627,84.42526075170599,715.9025875564457,0.9786781706944084,-10.756482604683017,,,,0.0,0.7893549805997002,0.0023889752473763,0.0084116797751124,0.0184628950224887,0.000917556251874,0.0074343023388305,0.0152711291754122,0.0124007661852433,0.0621177086473429,0.021627578021978,0.0140485679910044,4609.0,0.8994925839188135,2833.0,0.552888368462139,153.0,291.6470588235294,0.552888368462139,0.3475800156128025,0.0995316159250585,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P10,aade,Public,A3,Success,1,2026-03-27 13:00:15.454260800,2026-03-27 13:01:04.905223800,49.450963,0.3068992334901159,0.97882816,0.5875084766871166,3.7484998228595776,3.42184607963531,205.89366053169732,86.18695729316225,114.476935058934,707.9159508613945,88.76491491153303,686.988712528417,-2.577957618370774,20.927238332977595,,,,0.0,0.8217863844771242,0.0040907008496732,0.0180419528104575,0.0353017479411764,0.0046513408169934,0.0133493568954248,0.0154892728758169,0.0033163077272727,0.072678346576923,0.0061514838111888,0.0229443245424836,2027.0,0.690865712338105,968.0,0.3299250170415814,47.0,326.21276595744683,0.3299250170415814,0.3602590320381731,0.3098159509202454,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P10,aade,Public,A4,Success,1,2026-03-27 13:01:12.983501600,2026-03-27 13:03:40.364816600,147.381315,0.3899118335712662,0.96520283,0.6868878314878382,3.80403183389293,3.3787815997579,210.5551261650375,85.07633141682996,106.632372140731,710.0428473413742,86.46487689053835,701.6953745075001,-1.3885454737083904,8.347472833874122,,,,0.0,0.7843376198118279,0.0058920979569892,0.0047065530824372,0.0375353008870967,0.0044633805286738,0.0049949902329749,0.0339880195967742,0.0055338941532639,0.0858783181618381,0.0030677903405865,0.025409957855436,6720.0,0.7638099568083655,3633.0,0.4129347578995226,174.0,330.85632183908046,0.4129347578995226,0.351443509888611,0.2356217322118663,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P11,aade,Public,A1,Success,1,2026-03-27 16:28:55.352489400,2026-03-27 16:30:24.958735400,89.606246,,,,,,,,,,,,,,,,,,0.6981040297432762,0.0244280922371638,0.0586167464669926,0.018413578789731,0.0510897586063569,0.0021058033740831,0.0384641057457212,0.0536411016503667,0.0,0.1569327718337408,0.0384981436674816,,,,,,,,,,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P11,aade,Public,A2,Success,1,2026-03-27 16:30:29.307295400,2026-03-27 16:33:26.022949400,176.715654,0.2581304798433874,1.0,0.5501431106183294,4.013456979517401,3.690453945458237,206.2419953596288,,,,,,,,,,,,0.6393671985141355,0.0823576730834977,0.0357308949046679,0.0345081005982906,0.107620551998685,0.0088850917291255,0.0139049607955292,0.0594889111967545,1.0992828418230564e-05,0.121455907153482,0.0280479854328292,6101.0,0.6434975213585065,3889.0,0.4101887986499314,196.0,313.4897959183673,0.4101887986499314,0.2335196709207889,0.3562915304292796,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P11,aade,Public,A3,Success,1,2026-03-27 16:33:29.752649400,2026-03-27 16:34:25.682055400,55.929406,0.2669674896011994,1.0,0.7412289747526236,4.006167357346327,3.731361981064468,204.519940029985,,,,,,,,,,,,0.7804321707905139,0.0250726870750988,0.0520340452173913,0.0160007662845849,0.0445882925494071,0.0062840502569169,0.0307586150790513,0.0547930565217391,0.0,0.1264660710079051,0.0329311421936758,2844.0,0.8527736131934033,1664.0,0.4989505247376312,85.0,309.0705882352941,0.4989505247376312,0.3544227886056971,0.1466266866566716,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
P11,aade,Public,A4,Success,1,2026-03-27 16:34:31.954017400,2026-03-27 16:38:45.934851400,253.980834,0.1616664106452467,1.0,0.6973550141748923,3.730459865574693,3.585972643597217,211.8412056972508,,,,,,,,,,,,0.6216032478388279,0.0911871536309523,0.0328310000457875,0.0473885337545787,0.0461768348717948,0.0071259254029304,0.0419621207967033,0.0717848041469084,0.0026919857882352,0.1503537920966992,0.0407272181990232,11600.0,0.7684663795958927,7617.0,0.5046041735674064,406.0,295.45320197044333,0.5046041735674064,0.2650546538588936,0.2303411725736999,C:\Users\Theo\Desktop\UX_Analysis_Tool\data\aade\analysis_output\aade_master_dataset.csv
